0, 0
0.019996, 0.0199875
0.039992, 0.039958
0.059988, 0.0599115
0.0799839, 0.0798479
0.0999799, 0.0997674
0.119976, 0.11967
0.139972, 0.139555
0.159968, 0.159424
0.179964, 0.179275
0.19996, 0.19911
0.219956, 0.218927
0.239952, 0.238728
0.259948, 0.258511
0.279944, 0.278278
0.29994, 0.298028
0.319936, 0.31776
0.339932, 0.337476
0.359928, 0.357174
0.379924, 0.376856
0.39992, 0.39652
0.419916, 0.416168
0.439912, 0.435798
0.459908, 0.455412
0.479904, 0.475008
0.4999, 0.494588
0.519896, 0.51415
0.539892, 0.533696
0.559888, 0.553225
0.579884, 0.572736
0.59988, 0.592231
0.619876, 0.611708
0.639872, 0.631169
0.659868, 0.650612
0.679864, 0.670039
0.69986, 0.689449
0.719856, 0.708841
0.739852, 0.728217
0.759848, 0.747575
0.779843, 0.766917
0.799839, 0.786241
0.819835, 0.805549
0.839831, 0.82484
0.859827, 0.844113
0.879823, 0.86337
0.899819, 0.882609
0.919815, 0.901832
0.939811, 0.921038
0.959807, 0.940226
0.979803, 0.959398
0.999799, 0.978553
1.0198, 0.99769
1.03979, 1.01681
1.05979, 1.03591
1.07978, 1.055
1.09978, 1.07407
1.11978, 1.09312
1.13977, 1.11216
1.15977, 1.13118
1.17976, 1.15018
1.19976, 1.16916
1.21976, 1.18813
1.23975, 1.20708
1.25975, 1.22602
1.27974, 1.24493
1.29974, 1.26383
1.31974, 1.28271
1.33973, 1.30158
1.35973, 1.32043
1.37972, 1.33926
1.39972, 1.35808
1.41972, 1.37687
1.43971, 1.39565
1.45971, 1.41442
1.4797, 1.43316
1.4997, 1.45189
1.5197, 1.47061
1.53969, 1.4893
1.55969, 1.50798
1.57968, 1.52664
1.59968, 1.54529
1.61967, 1.56392
1.63967, 1.58252
1.65967, 1.60112
1.67966, 1.61969
1.69966, 1.63824
1.71965, 1.65657
1.73965, 1.67434
1.75965, 1.69116
1.77964, 1.70687
1.79964, 1.72139
1.81963, 1.735
1.83963, 1.74786
1.85963, 1.76007
1.87962, 1.77183
1.89962, 1.78324
1.91961, 1.79439
1.93961, 1.80531
1.95961, 1.81599
1.9796, 1.82638
1.9996, 1.83643
2.01959, 1.84616
2.03959, 1.85559
2.05959, 1.86468
2.07958, 1.87342
2.09958, 1.88173
2.11957, 1.8896
2.13957, 1.89709
2.15957, 1.9042
2.17956, 1.91094
2.19956, 1.9173
2.21955, 1.92331
2.23955, 1.92899
2.25955, 1.93437
2.27954, 1.93943
2.29954, 1.94425
2.31953, 1.94903
2.33953, 1.95379
2.35953, 1.95855
2.37952, 1.9633
2.39952, 1.96803
2.41951, 1.97274
2.43951, 1.97744
2.45951, 1.98214
2.4795, 1.98682
2.4995, 1.99145
2.51949, 1.996
2.53767, 2
