1.61967, 0, 1.83011, -0.0048449, 0.284528, 0.00786531
1.61967, 1, 1.8271, -0.0400685, 0.276874, 0.00896905
1.61967, 2, 1.83642, 0.0426644, 0.207037, 0.00774419
1.61967, 3, 1.81657, 0.0303076, 0.221213, 0.0104223
1.61967, 4, 1.81582, -0.0291668, 0.29675, 0.00933755
1.61967, 5, 1.81441, -0.0099055, 0.212636, 0.00659167
1.61967, 6, 1.82124, 0.00840896, 0.27704, 0.00466433
1.61967, 7, 1.8521, -0.0175913, 0.288803, 0.0113082
1.61967, 8, 1.85088, -0.0387877, 0.289342, 0.00795289
1.61967, 9, 1.83517, -0.0267838, 0.243813, 0.00634374
1.61967, 10, 1.85272, 0.000570091, 0.204955, 0.00974965
1.61967, 11, 1.82274, -0.0173381, 0.203304, 0.00658288
1.61967, 12, 1.84289, -0.00359007, 0.248648, 0.00930605
1.61967, 13, 1.80873, -0.024398, 0.249478, 0.00598862
1.61967, 14, 1.85095, 0.048554, 0.26235, 0.00834554
1.61967, 15, 1.84818, 0.0484677, 0.296008, 0.00953605
1.61967, 16, 1.80845, 0.00616259, 0.263264, 0.0120808
1.61967, 17, 1.83023, 0.011841, 0.231671, 0.00542187
1.61967, 18, 1.81145, 0.0332432, 0.288214, 0.00809871
1.61967, 19, 1.81061, 0.00220194, 0.23441, 0.00787017
1.61967, 20, 1.83536, 0.0200997, 0.296025, 0.00807896
1.61967, 21, 1.85091, -0.0441261, 0.224989, 0.0077325
1.61967, 22, 1.82014, -0.0345828, 0.207542, 0.0067641
1.61967, 23, 1.82391, -0.017237, 0.258395, 0.0107956
1.61967, 24, 1.81896, 0.0258288, 0.252161, 0.00660279
1.61967, 25, 1.81396, 0.00442051, 0.291901, 0.00964207
1.61967, 26, 1.83192, 0.0443532, 0.27314, 0.0097226
1.61967, 27, 1.85064, 0.0258319, 0.229184, 0.00598326
1.61967, 28, 1.83508, -0.0233089, 0.277476, 0.00856261
1.61967, 29, 1.81729, -0.044935, 0.231048, 0.00737584
1.61967, 30, 1.8162, 0.0468899, 0.244945, 0.0092179
1.61967, 31, 1.83312, 0.0313238, 0.248122, 0.00728471
1.61967, 32, 1.85628, 0.0255135, 0.295567, 0.0130474
1.63967, 0, 1.8503, -0.0048449, 0.281212, 0.00786531
1.63967, 1, 1.84566, -0.0400685, 0.273558, 0.00896905
1.63967, 2, 1.85566, 0.0426644, 0.203722, 0.00774419
1.63967, 3, 1.83655, 0.0303076, 0.217897, 0.0104223
1.63967, 4, 1.83565, -0.0291668, 0.293434, 0.00933755
1.63967, 5, 1.83333, -0.0099055, 0.20932, 0.00659167
1.63967, 6, 1.84228, 0.00840896, 0.273724, 0.00466433
1.63967, 7, 1.87222, -0.0175913, 0.285487, 0.0113082
1.63967, 8, 1.87027, -0.0387877, 0.286026, 0.00795289
1.63967, 9, 1.8531, -0.0267838, 0.240497, 0.00634374
1.63967, 10, 1.87362, 0.000570091, 0.201639, 0.00974965
1.63967, 11, 1.84146, -0.0173381, 0.199988, 0.00658288
1.63967, 12, 1.86332, -0.00359007, 0.245332, 0.00930605
1.63967, 13, 1.82814, -0.024398, 0.246162, 0.00598862
1.63967, 14, 1.87041, 0.048554, 0.259034, 0.00834554
1.63967, 15, 1.86835, 0.0484677, 0.292692, 0.00953605
1.63967, 16, 1.82785, 0.00616259, 0.259948, 0.0120808
1.63967, 17, 1.84935, 0.011841, 0.228355, 0.00542187
1.63967, 18, 1.82981, 0.0332432, 0.284898, 0.00809871
1.63967, 19, 1.82921, 0.00220194, 0.231094, 0.00787017
1.63967, 20, 1.856, 0.0199684, 0.29272, 0.00807896
1.63967, 21, 1.8707, -0.0441261, 0.221673, 0.0077325
1.63967, 22, 1.83934, -0.0345828, 0.204226, 0.0067641
1.63967, 23, 1.8442, -0.017237, 0.255079, 0.0107956
1.63967, 24, 1.83929, 0.0255334, 0.249062, 0.00660279
1.63967, 25, 1.83244, 0.00442051, 0.288585, 0.00964207
1.63967, 26, 1.85187, 0.0443532, 0.269824, 0.0097226
1.63967, 27, 1.87143, 0.0258319, 0.225868, 0.00598326
1.63967, 28, 1.85572, -0.0233089, 0.27416, 0.00856261
1.63967, 29, 1.83537, -0.044935, 0.227733, 0.00737584
1.63967, 30, 1.83656, 0.0468899, 0.241629, 0.0092179
1.63967, 31, 1.85198, 0.0315438, 0.244645, 0.00728471
1.63967, 32, 1.87683, 0.0255447, 0.292248, 0.0130474
1.63967, 33, 1.8643, -0.0014395, 0.264679, 0.00899285
1.65967, 0, 1.8705, -0.0048449, 0.273974, 0.00786531
1.65967, 1, 1.86423, -0.0400685, 0.26632, 0.00896905
1.65967, 2, 1.8749, 0.0426644, 0.196483, 0.00774419
1.65967, 3, 1.85653, 0.0303076, 0.210658, 0.0104223
1.65967, 4, 1.85548, -0.0291668, 0.286196, 0.00933755
1.65967, 5, 1.85224, -0.0099055, 0.202082, 0.00659167
1.65967, 6, 1.86333, 0.00840896, 0.266486, 0.00466433
1.65967, 7, 1.89234, -0.0175913, 0.278248, 0.0113082
1.65967, 8, 1.88965, -0.0387877, 0.278788, 0.00795289
1.65967, 9, 1.87103, -0.0267838, 0.233258, 0.00634374
1.65967, 10, 1.89452, 0.000570091, 0.194401, 0.00974965
1.65967, 11, 1.86019, -0.0173381, 0.192749, 0.00658288
1.65967, 12, 1.88375, -0.00359007, 0.238094, 0.00930605
1.65967, 13, 1.84754, -0.024398, 0.238923, 0.00598862
1.65967, 14, 1.88988, 0.048554, 0.251795, 0.00834554
1.65967, 15, 1.88853, 0.0484677, 0.285453, 0.00953605
1.65967, 16, 1.84726, 0.00616259, 0.25271, 0.0120808
1.65967, 17, 1.86847, 0.011841, 0.221117, 0.00542187
1.65967, 18, 1.84816, 0.0332432, 0.27766, 0.00809871
1.65967, 19, 1.84781, 0.00220194, 0.223856, 0.00787017
1.65967, 20, 1.87586, 0.0197023, 0.285505, 0.00807896
1.65967, 21, 1.89048, -0.0441261, 0.214434, 0.0077325
1.65967, 22, 1.85854, -0.0345828, 0.196988, 0.0067641
1.65967, 23, 1.8645, -0.017237, 0.247841, 0.0107956
1.65967, 24, 1.85773, 0.0246757, 0.242454, 0.00660279
1.65967, 25, 1.85091, 0.00442051, 0.281347, 0.00964207
1.65967, 26, 1.87182, 0.0443532, 0.262586, 0.0097226
1.65967, 27, 1.89223, 0.0258319, 0.21863, 0.00598326
1.65967, 28, 1.87636, -0.0233089, 0.266922, 0.00856261
1.65967, 29, 1.85345, -0.044935, 0.220494, 0.00737584
1.65967, 30, 1.85692, 0.0468899, 0.23439, 0.0092179
1.65967, 31, 1.87225, 0.0321824, 0.236937, 0.00728471
1.65967, 32, 1.89757, 0.0256078, 0.285005, 0.0130474
1.65967, 33, 1.88543, -0.0014395, 0.262299, 0.00899285
1.67966, 0, 1.89069, -0.0048449, 0.262813, 0.00786531
1.67966, 1, 1.88279, -0.0400685, 0.255159, 0.00896905
1.67966, 2, 1.89413, 0.0426644, 0.185322, 0.00774419
1.67966, 3, 1.87652, 0.0303076, 0.199498, 0.0104223
1.67966, 4, 1.87531, -0.0291668, 0.275035, 0.00933755
1.67966, 5, 1.87116, -0.0099055, 0.190921, 0.00659167
1.67966, 6, 1.88437, 0.00840896, 0.255325, 0.00466433
1.67966, 7, 1.91246, -0.0175913, 0.267088, 0.0113082
1.67966, 8, 1.90904, -0.0387877, 0.267627, 0.00795289
1.67966, 9, 1.88896, -0.0267838, 0.222098, 0.00634374
1.67966, 10, 1.91543, 0.000570091, 0.18324, 0.00974965
1.67966, 11, 1.87891, -0.0173381, 0.181589, 0.00658288
1.67966, 12, 1.90418, -0.00359007, 0.226933, 0.00930605
1.67966, 13, 1.86695, -0.024398, 0.227763, 0.00598862
1.67966, 14, 1.90934, 0.048554, 0.240635, 0.00834554
1.67966, 15, 1.9087, 0.0484677, 0.274293, 0.00953605
1.67966, 16, 1.86666, 0.00616259, 0.241549, 0.0120808
1.67966, 17, 1.88759, 0.011841, 0.209956, 0.00542187
1.67966, 18, 1.86652, 0.0332432, 0.266499, 0.00809871
1.67966, 19, 1.86641, 0.00220194, 0.212695, 0.00787017
1.67966, 20, 1.89571, 0.0194363, 0.274366, 0.00807896
1.67966, 21, 1.91027, -0.0441261, 0.203274, 0.0077325
1.67966, 22, 1.87775, -0.0345828, 0.185827, 0.0067641
1.67966, 23, 1.8848, -0.017237, 0.23668, 0.0107956
1.67966, 24, 1.87616, 0.0238181, 0.231924, 0.00660279
1.67966, 25, 1.86938, 0.00442051, 0.270186, 0.00964207
1.67966, 26, 1.89178, 0.0443532, 0.251425, 0.0097226
1.67966, 27, 1.91303, 0.0258319, 0.207469, 0.00598326
1.67966, 28, 1.897, -0.0233089, 0.255761, 0.00856261
1.67966, 29, 1.87153, -0.044935, 0.209333, 0.00737584
1.67966, 30, 1.87727, 0.0468899, 0.22323, 0.0092179
1.67966, 31, 1.89251, 0.032821, 0.225307, 0.00728471
1.67966, 32, 1.91831, 0.025671, 0.273839, 0.0130474
1.67966, 33, 1.90657, -0.0014395, 0.255997, 0.00899285
1.69966, 0, 1.91088, -0.0048449, 0.24773, 0.00786531
1.69966, 1, 1.90136, -0.0400685, 0.240076, 0.00896905
1.69966, 2, 1.91337, 0.0426644, 0.170239, 0.00774419
1.69966, 3, 1.8965, 0.0303076, 0.184414, 0.0104223
1.69966, 4, 1.89514, -0.0291668, 0.259952, 0.00933755
1.69966, 5, 1.89008, -0.0099055, 0.175838, 0.00659167
1.69966, 6, 1.90542, 0.00840896, 0.240242, 0.00466433
1.69966, 7, 1.9331, -0.018571, 0.253477, 0.0113082
1.69966, 8, 1.92842, -0.0387877, 0.252544, 0.00795289
1.69966, 9, 1.90688, -0.0267838, 0.207014, 0.00634374
1.69966, 10, 1.93633, 0.000570091, 0.168157, 0.00974965
1.69966, 11, 1.89763, -0.0173381, 0.166505, 0.00658288
1.69966, 12, 1.92461, -0.00359007, 0.21185, 0.00930605
1.69966, 13, 1.88636, -0.024398, 0.212679, 0.00598862
1.69966, 14, 1.9288, 0.048554, 0.225551, 0.00834554
1.69966, 15, 1.92888, 0.0484677, 0.25921, 0.00953605
1.69966, 16, 1.88606, 0.00616259, 0.226466, 0.0120808
1.69966, 17, 1.90671, 0.011841, 0.194873, 0.00542187
1.69966, 18, 1.88487, 0.0332432, 0.251416, 0.00809871
1.69966, 19, 1.88502, 0.00220194, 0.197612, 0.00787017
1.69966, 20, 1.91556, 0.0191703, 0.259306, 0.00807896
1.69966, 21, 1.93005, -0.0441261, 0.18819, 0.0077325
1.69966, 22, 1.89695, -0.0345828, 0.170744, 0.0067641
1.69966, 23, 1.90509, -0.017237, 0.221597, 0.0107956
1.69966, 24, 1.89459, 0.0229605, 0.217471, 0.00660279
1.69966, 25, 1.88786, 0.00442051, 0.255103, 0.00964207
1.69966, 26, 1.91173, 0.0443532, 0.236342, 0.0097226
1.69966, 27, 1.93382, 0.0258319, 0.192386, 0.00598326
1.69966, 28, 1.91764, -0.0233089, 0.240678, 0.00856261
1.69966, 29, 1.88961, -0.044935, 0.19425, 0.00737584
1.69966, 30, 1.89763, 0.0468899, 0.208146, 0.0092179
1.69966, 31, 1.91278, 0.0334597, 0.209754, 0.00728471
1.69966, 32, 1.93905, 0.0257342, 0.25875, 0.0130474
1.69966, 33, 1.92666, 0.000508599, 0.242844, 0.00899285
1.69966, 34, 1.89451, 0.00397679, 0.285679, 0.0101444
1.71965, 0, 1.93108, -0.0048449, 0.228724, 0.00786531
1.71965, 1, 1.91993, -0.0400685, 0.22107, 0.00896905
1.71965, 2, 1.93254, 0.0429075, 0.151335, 0.00774419
1.71965, 3, 1.91648, 0.0303076, 0.165409, 0.0104223
1.71965, 4, 1.91497, -0.0291668, 0.240946, 0.00933755
1.71965, 5, 1.90509, -0.00596434, 0.165389, 0.00659167
1.71965, 6, 1.92646, 0.00840896, 0.221236, 0.00466433
1.71965, 7, 1.95379, -0.0196334, 0.236068, 0.0113082
1.71965, 8, 1.94781, -0.0387877, 0.233538, 0.00795289
1.71965, 9, 1.92481, -0.0267838, 0.188009, 0.00634374
1.71965, 10, 1.9508, 0.000570091, 0.167277, 0.00974965
1.71965, 11, 1.91322, -0.0195622, 0.159907, 0.00658288
1.71965, 12, 1.94504, -0.00359007, 0.192844, 0.00930605
1.71965, 13, 1.90577, -0.024398, 0.193674, 0.00598862
1.71965, 14, 1.94826, 0.048554, 0.206546, 0.00834554
1.71965, 15, 1.94905, 0.0484677, 0.240204, 0.00953605
1.71965, 16, 1.90546, 0.00616259, 0.20746, 0.0120808
1.71965, 17, 1.92583, 0.011841, 0.175867, 0.00542187
1.71965, 18, 1.90323, 0.0332432, 0.23241, 0.00809871
1.71965, 19, 1.90362, 0.00220194, 0.178607, 0.00787017
1.71965, 20, 1.93541, 0.0189043, 0.240322, 0.00807896
1.71965, 21, 1.94984, -0.0441261, 0.169185, 0.0077325
1.71965, 22, 1.91302, -0.0345828, 0.160885, 0.0067641
1.71965, 23, 1.92539, -0.017237, 0.202592, 0.0107956
1.71965, 24, 1.91303, 0.0221028, 0.199095, 0.00660279
1.71965, 25, 1.90633, 0.00442051, 0.236097, 0.00964207
1.71965, 26, 1.93168, 0.0443532, 0.217336, 0.0097226
1.71965, 27, 1.95462, 0.0258319, 0.17338, 0.00598326
1.71965, 28, 1.93828, -0.0233089, 0.221672, 0.00856261
1.71965, 29, 1.90769, -0.044935, 0.175245, 0.00737584
1.71965, 30, 1.91799, 0.0468899, 0.189141, 0.0092179
1.71965, 31, 1.93305, 0.0340983, 0.190279, 0.00728471
1.71965, 32, 1.95978, 0.0257973, 0.239739, 0.0130474
1.71965, 33, 1.94666, 0.0026209, 0.225522, 0.00899285
1.71965, 34, 1.91505, 0.00397679, 0.282086, 0.0101444
1.73965, 0, 1.95127, -0.0048449, 0.205796, 0.00786531
1.73965, 1, 1.93849, -0.0400685, 0.198142, 0.00896905
1.73965, 2, 1.95094, 0.0458748, 0.129665, 0.00774419
1.73965, 3, 1.92602, 0.029838, 0.166523, 0.0104223
1.73965, 4, 1.9348, -0.0291668, 0.218018, 0.00933755
1.73965, 5, 1.91438, -0.00785675, 0.16307, 0.00659167
1.73965, 6, 1.94751, 0.00840896, 0.198308, 0.00466433
1.73965, 7, 1.97447, -0.0206957, 0.214737, 0.0113082
1.73965, 8, 1.9672, -0.0387877, 0.21061, 0.00795289
1.73965, 9, 1.94274, -0.0267838, 0.165081, 0.00634374
1.73965, 10, 1.95998, 0.00257929, 0.165195, 0.00974965
1.73965, 11, 1.92804, -0.0139906, 0.159634, 0.00658288
1.73965, 12, 1.96396, -0.00737435, 0.191367, 0.00930605
1.73965, 13, 1.92517, -0.024398, 0.170746, 0.00598862
1.73965, 14, 1.96772, 0.048554, 0.183618, 0.00834554
1.73965, 15, 1.96922, 0.0484677, 0.217276, 0.00953605
1.73965, 16, 1.92454, 0.00484265, 0.185745, 0.0120808
1.73965, 17, 1.94327, 0.011841, 0.15818, 0.00542187
1.73965, 18, 1.92158, 0.0332432, 0.209482, 0.00809871
1.73965, 19, 1.91986, 0.00964753, 0.165635, 0.00787017
1.73965, 20, 1.95526, 0.0186382, 0.217417, 0.00807896
1.73965, 21, 1.96962, -0.0441261, 0.146257, 0.0077325
1.73965, 22, 1.92248, -0.0372934, 0.160802, 0.0067641
1.73965, 23, 1.94569, -0.017237, 0.179664, 0.0107956
1.73965, 24, 1.93526, 0.0233549, 0.182179, 0.00660279
1.73965, 25, 1.92481, 0.00442051, 0.213169, 0.00964207
1.73965, 26, 1.95163, 0.0443532, 0.194408, 0.0097226
1.73965, 27, 1.97231, 0.0258319, 0.159753, 0.00598326
